"productAsin","ratingScore","reviewTitle","reviewDescription","date","country","variant","isVerified","position","reviewUrl"
"B0CPWQZNQB","5","Incredible","An incredible ending for this series. What a fantastic set of fantasy books. I have not been this invested in a world since I read ASOIAF in highschool. My highest praise to Brandon Sanderson for writing such an incredible book. I look forward to reading more about the cosmere and anticipate the conclusion of the Stormlight Archive.","2025-07-20","United States","","true","11","https://www.amazon.com/gp/customer-reviews/R3DABBKZTV2FUY"
"B0CPWQZNQB","5","My favorite book series","It doesn’t disappoint! I re-read books 1-4 plus the two novellas to be ready for this one and I think that helped me be fully submersed into Roshar. I’m sad I have to wait a long time for number 6!","2025-07-19","United States","","true","12","https://www.amazon.com/gp/customer-reviews/R2ZAECMKGLHRDQ"
"B0CPWQZNQB","4","Hardest book of the series to get through but still a good story. Could have been shorter.","I have been enjoying the Stormlight Archive series immensely up until this book. It was a harder read with even more jumping around from character to character that I feel like I got mental whiplash. I think this is the longest book in the series thus far, and I think it could have used another round of editing to cut it down some more. There were certain parts that just dragged on for too long. It's an okay conclusion to the five part story arc but of course there is much more to come, since this is supposed to be ten books. Another thing that might make some readers pause is that a certain homosexual relationship takes a bigger prominence in this volume that might turn off some readers but appeal to others. I find it surprising given the author's Mormon background.","2025-05-28","United States","","true","13","https://www.amazon.com/gp/customer-reviews/R3FU15B1MMA6K5"
"B0CPWQZNQB","5","An improvisation for sure;)","I actually had a moment where I teared up. Sanderson does an amazing job of creating the individual personalities and I find myself more and more falling in love with each and every character. Masterful as always.","2025-07-17","United States","","true","14","https://www.amazon.com/gp/customer-reviews/R3GZAP9D2PYUAH"
"B0CPWQZNQB","5","Please dont wait!","I keep having to reread the Stormlight Archive books because by the time the next one comes out, I’ve forgotten most of the story line. PLEASE DON’T WAIT YEARS this time!","2025-07-18","United States","","true","15","https://www.amazon.com/gp/customer-reviews/R1L8KEWTBWEWPG"
"B0CPWQZNQB","4","Wind and Truth","Sanderson is a great writer. I have read a lot of his books. This one has four stars instead of five because it is not yet the end of the story but there must be five more books written. At the rate of production for this one I won’t live long enough to read five more of Sanderson’s books!","2025-07-12","United States","","true","16","https://www.amazon.com/gp/customer-reviews/RFCNCIR3K5UVY"
"B0CPWQZNQB","5","The best experience!","The item was in great condition! Arrived quickly! It is a durable and useful product!","2025-07-26","United States","","true","17","https://www.amazon.com/gp/customer-reviews/R2LA2KRWMQ8R43"
"B0CPWQZNQB","5","Bittersweet","A beautiful gut wrenching ending to an epic story. Saying goodbye to these characters is painful but journey before destination and such.","2025-07-15","United States","","true","18","https://www.amazon.com/gp/customer-reviews/R3V4DUJYGI1PRS"
"B0CPWQZNQB","4","Wind and Truth is a mostly excellent sequel to Rhythm of War","Information about what happened in some of the chapters in this novel is in this review. I like most of the main characters, the descriptions, the dialogue, the pace, the title of each of the chapters in this novel, the illustrations in some of the chapters, the epigraphs in the chapters, most of the plot in this novel, and the similes in this novel. I like that Syl tried to help Kaladin feel better. I like that in some of the chapters in this novel Kaladin practiced playing his flute and became better at playing that flute. I like the chapters that take place while Dalinar, Navani, Shallan, Renarin, and Rlain were in the Spiritual Realm. I don’t like that Shallan lied in Chapter Five in this novel. I don’t like that Hoid was mean to Kaladin. I don’t like that Taravangian was mean to Dalinar. I don’t like that Nale broke Kaladin’s flute. I don’t like that King Gavilar lowered Navani’s confidence. I don’t like that Sozen committed suicide in front of Szeth. I don’t like that in this novel Taravangian and Nale thought that the moral thing and the right thing to do were different. Taravangian and Nale were wrong: the moral thing and the right thing are the same. I don’t like that some of the Skybreakers were with some of the Parshendi when they fought people on Narak. I don’t like that in this novel Moash murdered two of the Windrunners. I don’t like that one of the Shin honorbearers lied when he said “the Voidbringers won’t return.” Eighteen of the sentences in this novel aren’t grammatically correct. One of the questions in this novel isn’t grammatically correct. I don't like that the author described Shallan as an adult in this novel because she wasn't an adult then. Shallan wasn't an adult then because her brain wasn't developed then. Her brain was going to finish developing several years after the epilogue in in this novel when she was twenty-three. In this novel Shallan was nineteen. I don’t like that the author described Neturo (Szeth’s father) as bald and had hair on the sides of his head. Clearly Neturo wasn’t bald then. The author misspelled two words in one of the sentences Lift said when she talked to Gavinor in this novel. Brandon Sanderson needs to type sentences that are grammatically correct, avoid misspelling a word, and avoid typing a question that isn’t grammatically correct in the sixth novel in The Stormlight Archive. Most of this novel is excellent. I rate this novel four out of five stars.","2024-12-22","United States","","true","19","https://www.amazon.com/gp/customer-reviews/R10RM3Y9QOIXQE"
"B0CPWQZNQB","4","Of course it’s impossible to “wrap it up”","Of course it’s impossible to “wrap it up”; too many lines… However, I read all the books! The author definitely knows how to keep our attention!","2025-07-14","United States","","true","20","https://www.amazon.com/gp/customer-reviews/R1J4UFI9ZCJJZW"
"B0CPWQZNQB","4","Halfway through seems so far","I had many mixed feelings about this book. As much as I love the Storm light Archives, I feel like this book gave me too much to digest. I don't want to say I'm afraid of large books, but getting my hardcopy in the mail, set the tone for me and finding out at the end of the book this is the halfway point of the archive gave me shudders of exhaustion and disappointment. I was ready to put this story to bed and focus on how this story plays out in the Greater Cosmere. Nope. Not yet. Don't get me wrong, the story is amazing. We still get character growth, struggles, and many resolutions. However, I felt this book was like the title of the Michelle Yeoh movie, Everything Everywhere All at Once. Chapters were long and hopped from character story to character story and as soon as I'd settle in with a part of the story, we were off to someone else who either I wasn't invested in as much or the actual story wasn't invested in as much. Action by Sanderson was awesome as always. You will not hunger from lack of battle external or internal. No one does introspection better than Sanderson in my opinion. His characters tend to make me feel better than most. He is meticulous when it comes to battles as his words leap off the page and perform in front of you. His use of tempo of the text aid as you are trapped reading (and listening) the events. It is mindblowing. My main issue with this book, is it's just exhausting. It's good, but after every reading session, I was mentally tired. The next time I went to open my Kindle, the hardcore, or pop into Audible, my heart said yay, but my soul was like ""can we just stop and listen to our favorite songs or read a short story or novelle for a bit?"" It lead me to serious guilt and I couldn't get through this book as fast as the last four. If anything, I take off a star for the story because the level of fatigue I got during this book. Hate me if you like, but as heavy as concepts of this book, it felt a little like reading War and Peace. I would have preferred this book broken in half. If you made it this far, thanks! Here's my spoiler. Totally worth the struggle for Kalodin. Journey before Destination.","2025-01-03","United States","","true","21","https://www.amazon.com/gp/customer-reviews/R2OKO5A6V7XRHB"
"B0CPWQZNQB","3","Didn't enjoy surprisingly","I have loved the Stormlight Series and the cast of diverse characters, a seemingly endless magic system and ties to other stories in a vast cosmere. I have been very excited for this last book and although I still finished it quickly and its a must-read if you've already committed to the series, I honestly found this to be my least favorite book in the series. Sanderson is a great writer and I have loved the moral and theological questions posed in the series as characters struggle to sort out their personal belief systems with their life experiences. The tension with the tug and pull of these has been a beautiful part of the series for me as the action reinforces and brings to life the importance of figuring out your own answers. This particular book however feels very...overt? Less nuanced? Boring? Where all the other books felt like real explorations of big questions, this book felt like a hammer to the head. In trying to give the story closure and deep background, it felt like there was a lot of expository filler and repetition in a way I don't think he's done before and that I didn't enjoy. That said I thought the conclusion was creative and not predictable, but I don't think I would read more of the series. Maybe its just time to find a new series. Although I will miss my favorite characters, there just isn't enough to keep me engaged with them anymore and wished I'd just stopped reading at the previous book.","2025-06-23","United States","","true","22","https://www.amazon.com/gp/customer-reviews/R2EMON545FMISF"
"B0CPWQZNQB","5","best book I’ve ever read.","best book I’ve ever read. best book I’ve ever read. best book I’ve ever read. Period. Period. Period. Period. Period. Period","2025-07-06","United States","","true","23","https://www.amazon.com/gp/customer-reviews/R33B0RM538E2O6"
"B0CPWQZNQB","5","Exactly as described","Book came exactly as described","2025-07-17","United States","","true","24","https://www.amazon.com/gp/customer-reviews/R38I49RMRLZIBO"
"B0CPWQZNQB","5","A most satisfying conclusion.","This has to be one of the most satisfying conclusions to a (half) book cycle I have ever read. Not only as a reader are you now invested in these tangible characters, you learn that certain concepts and characteristics and even handicaps themselves are actually central characters. Unexpected plot twists keep you on your toes until the conclusion. A big kudos to the author for weaving such a masterful story so carefully from so many book cycles to all (temporarily) conclude so deliciously in Wind and Truth.","2025-06-02","United States","","true","25","https://www.amazon.com/gp/customer-reviews/R1823IPP0UAEQ5"
"B0CPWQZNQB","5","Wonderful series!","Sanderson epic series does not disappoint. I was a little worried that the culmination of the intertwining plots and deep character development might have a hard time not falling short. In typical Sanderson fashion, he delivers with some excellent twists.","2025-06-22","United States","","true","26","https://www.amazon.com/gp/customer-reviews/RMB0ODBM9015P"
"B0CPWQZNQB","4","great end to the arc","Good ending to the first arc with several questions left to be answered for the second arc. Unique pacing compared to other stormlight books","2025-06-29","United States","","true","27","https://www.amazon.com/gp/customer-reviews/R22C74CEBXPO4U"
"B0CPWQZNQB","5","Finally! It Was Worth the Wait for Fans","So, when one speaks/writes of Brandon Sanderson, it is known he is a prolific writer. He has so many books and short stories, etc! But they all hold this thread which connects them all to the same universe. Fans understand this very well. So that is one feature that makes him stand out. I’ve been a fan for so long I actually cannot pinpoint my first time date-wise. But I do know it was strangely enough his first novel of the “Cosmere”. That story remains one of my favorites out of all his stories. Then one Stormlight Archive. When I see a thick book of MANY, MANY pages, I simply cannot wait to attack it & go on the journey that is within. I have done a re-read of the entire Stormlight Archives which I had to do so I could have a fresh understanding of everything within these book & so that I would be ready for this novel. And let me tell you it was very much worth it! I waited so long for this book that I had forgotten when the presumed release would be. So when I saw that it was actually being ready for publication by a specific date , I had to buy the Amazon pre-purchase deal. So that very day they said it was to be delivered I waited for that package until it was in my hands. Yeah, I have total geek tendencies & they are at their peak during times such as these. Well, it is one of his largest books he’s ever written & it’s taken me done time because I don’t speed read, I digest as I read so I can enjoy. That’s is what I did with this book. I was there with every character at every turn & it was great! So now I will go on to the next release because this is only the first arc end of the Stormlight Archive.","2024-12-28","United States","","true","28","https://www.amazon.com/gp/customer-reviews/R108GMLN8HDQAH"
"B0CPWQZNQB","5","loved it","Love the many twist and returns. But Dam did all the heroes have to die. Hopefully, they’ll be another book.","2025-06-28","United States","","true","29","https://www.amazon.com/gp/customer-reviews/R1YKBCQCTC8RTG"
"B0CPWQZNQB","5","Honorable Sequel","One of the best books I’ve ever read. It’s a pretty hefty book, but once you get hooked you’ll finish it almost immediately.","2025-06-23","United States","","true","30","https://www.amazon.com/gp/customer-reviews/R3CAQBFMU4BDVQ"
