"productAsin","ratingScore","reviewTitle","reviewDescription","date","country","variant","isVerified","position","reviewUrl"
"B0826NKZHR","5","Sanderson has built a one of a kind world","I have read the entire series and many other Sanderson novels. His imagery and unique worlds always inspire my active imagination.","2025-07-06","United States","","true","11","https://www.amazon.com/gp/customer-reviews/R3QJA5PJMHHQKL"
"B0826NKZHR","5","Makes a great gift for the series!","Son-in-law gift! He loved it!","2025-07-12","United States","","true","12","https://www.amazon.com/gp/customer-reviews/R2XN3KXVET9XGC"
"B0826NKZHR","5","what a finish","It had been a while since I had read the previous book in the series, so it was a bit of a struggle getting back into the world, but by the end I was totally engrossed","2025-06-15","United States","","true","13","https://www.amazon.com/gp/customer-reviews/R160DAHKMPXU15"
"B0826NKZHR","5","If this book were the first installment, we would not finish the series","I have great respect for Sanderson and his works. I am a big fan of the mistborn series, and WAS a huge fan of the stormlight archive. I am writing this SPOILER-FREE review as a true fan, with the hopes that it is taken as constructive criticism of what not to do on future installments. I will reference a couple of events from previous books. This book is mostly fluff. Very little of it is dedicated to advancing the plot. It creates more questions than answering old ones. It develops a lot of non-essential characters in ways that do not matter. Every paragraph is followed by a long description of the character's interpretation of things, to help us further understand their mind, and mental condition. This book is very dark, and heavy, and if it were not dropped in the middle of a series that I am heavily invested in finishing, I would have stopped reading it. Throughout the previous books, there are highly stimulating payoff moments that occur. Kaladin, fighting off arrows for his bridgemen, him and Adolin dueling against impossible odds, Dalinar hacking his way through seas of enemies, Kaladin's showdown with Amaram, etc. These events help to keep the momentum of the books going, while delivering a major payoff at the end, for fighting through the darkness of the main story. Book 4 lacks this payoff, both intermittently, and at the end. Not only is the story dark, simply due to the awful circumstances that everyone found themselves in for the entirety of the book, but also because of the constant deep delve into their minds, regarding these terrible circumstances. There is no real pay off in the end. Yes, a couple of key events transpire. Yes, the knowledge that those events transpired advances the story, but the way that these events transpired was not stimulating. Shallan and Adolin's story archs felt entirely unnecessary and were not entertaining. Kaladin's story arch was brutal - even worse than his walk through shadesmar in book 3. Lastly, I typically love scientific magic, but this book went too far. In a separate novel that involves wizards and wands, I dislike how magic is gratuitous. Characters can cast as many spells as they like, and there is no rhyme or reason as to why they might be tired, or why one character could best another, or even what limitations there are on a wizard's power. Conversely, my favorite novel, by Patrick Rothfuss does a great job of explaining the sweet simple science behind the magic. Supernatural actions have simple, yet engaging details of how they are done, with rules and limitations that are fun yet easy to understand. Previous installments of the stormlight archive have explained some rules of radiant powers, which are pretty solid in the way they are broken down. However, this installment gets much deeper into fabrial use and stormlight functionality. The book gets incredibly specific in these details, while also walking us through actual trial and error science behind it all, and painting pictures of tons of fantasy tools. The problem is, this is not REAL science, so this book is filling our minds with a bunch of science that will never be relevant to our actual lives. These chapters could have either been cut out, to reduce unnecessary reading fluff, or redirected into meaningful story/character development. In the future, please, less fluff, less deep diving into every single observation, less deep dive into the science, especially less deep dive into the initial wrong interpretation of the science. Let's see more action, more emphasis on the use of the powers that we have poured so many hours into understanding.","2022-07-15","United States","","true","14","https://www.amazon.com/gp/customer-reviews/R51LEXVNH399B"
"B0826NKZHR","5","book","amazing read","2025-07-06","United States","","true","15","https://www.amazon.com/gp/customer-reviews/RNI9EQV8LPGDY"
"B0826NKZHR","4","An unexpectedly gripping turn","Rhythm of War is an interesting case. The fandom—at least the circles I travel in—seems to have a poor opinion of this book, with opinions ranging from bad to mediocre-at-best. So, I went in with fairly low expectations, as I've struggled with how ponderous and padded the Stormlight Archive is from the start. Because of this, I feel like I enjoyed Rhythm of War more than many if not most readers. I wasn't particularly bothered by the passages about light, music, and math, as music and math have always been big parts of my life. I did feel this book was even more ponderous and padded than its predecessors. Yet the climax was masterfully done as I've come to expect of Sanderson by now. Some very hard hitting moments resonated particularly well with me. I won't talk about them as I don't want to spoil anything for anyone, but I will say that one was a speech of few words, and one was acceptance. While I am largely burnt out on the Cosmere in general, hopefully there's enough of a break between now and December 6th for me to enjoy Wind and Truth to its fullest at launch alongside all the long time Cosmere readers. An absolute must read, if only for the conclusion must follow depending on who you ask.","2024-11-18","United States","","true","16","https://www.amazon.com/gp/customer-reviews/R3UC165WGPE1LW"
"B0826NKZHR","5","Stormlight Reborn","5 stars because I loved it. So here's my ramble. Critiques. Kholins feel too important. Throughout the book it's all about Dalinar, Navani, Renarin, and Adolin. Which is fine, but I feel like there should be others too? Small complaint. I love Kaladins arc in this book, but it almost feels like it went to quickly at the end and his growth kind of happened all in one moment. This could just be me reading it like that, but also I just feel eh. I loved how he focused on PTSD and Mental Health as I struggle with mental health issues and relate to this. Once again Sanderson gives characters anyone can relate to. I LOVED Shallans character arc. She really grows throughout this book. I will not spoil it. But the fact that she does what she does and grows so much, I could seriously feel her pain. While I don't have multipersonality disorder I could FEEL what it's like to have it. Adolin. His growth, but more so his bond and his honor and his owning up to not being the best. Combined with Maya's growth. I just. I think it's beautiful. This combined with how much the honor spren grow and how bad they were to him at first. I really enjoyed this. The HERALDS. AHG why. They are insane, but interesting characters man. I can't wait to see them grow in the future. I really liked Kelek and how he talks with Shallan and even helps her. Ishar is JUST WOW. The way radiants fight...It was so unexpected!!!! NAVANI AND REBONIEL. I can't even. I love this. This connection. This beauty. Science. AHG. Listen. Navani is a scholar and she needs to accept it and I just. I am so excited for her growth in this book because she discovers amazing things and the work and the love. I CAN'T. Reboniel makes me so so sad but also joyous. Her ending is wonderful. Venli and Rlain and Eshonai. She grows so much in this book, as it is her book. Her powered grow. But her relationship to others and her honesty with herself grows. There is so much progression it makes me so happy. This applies to Rlain as well. And the chapter with Eshonai might make you cry. There's so much more to this book, but that's all I can say without spoiling too much. Also, just watch for Taravangian...his progression and SZETH is pretty freaking lit. Okay. Layout. I don't like how Part 2 is basically all in Shadesmar and doesn't show the real world until part 3. It's a weird dynamic of staying with Adolin and Shallan and Navani, and never showing Emul until part 3. Definitely different. Also the flashbacks start in part 3 so I was confused as to who's book this is. I actually. I think this is technically Navani's book, but some people say it is Venli's book...I don't know who is right but that's okay!!","2021-05-28","United States","","true","17","https://www.amazon.com/gp/customer-reviews/R14N1T5X4Y7HJ5"
"B0826NKZHR","4","Dark","I found this book to be very dark in tone. The ending left me unsettled. I know this is part of his cosmere collection but I felt like I didn’t understand a lot of what was happening with the powers in this book. That may be because I haven’t read all his other cosmere books but it was frustrating.","2025-03-24","United States","","true","18","https://www.amazon.com/gp/customer-reviews/R1ARCSUIXJG92K"
"B0826NKZHR","4","Cut was tiny but off","It looks like the cut the top of the book a bit too short. Mostly, it isn't an issue, but there are some drawings that you can tell are cut off at the top because of the mistake. A bit unfortunate, but it's not a super big deal","2025-03-26","United States","","true","19","https://www.amazon.com/gp/customer-reviews/R1TY8YPZNT9SK9"
"B0826NKZHR","5","Great pacing for the main storyline, I couldn't read it fast enough","The story can be split into three groups. There is the Navani, Kaladin, and Venli plot which I'd call the main plot. There is the Adolin, and Shallan plot which would be the secondary plot. And then there is the Dalinar and Jasnah plot which reads more like a set-up for book 5. As for how interesting these plots are relative to each other, I ended up skipping the other two to read ahead a bit on the main plot. If you happen to dislike Kaladin, then you likely won't like this book so much, since even though this is the Venli book it reads more like a Kaladin and Navani book. If there is one weakness in this book it is probably how the previous books did a terrific job of making the focal character shine whereas Venli does not really stand out here. Worse, other singers/parsh are more interesting than her. In any case, it is likely a matter of taste so that is why I still rate this with five stars. As mentioned, Navani also features heavily in this book. As someone in the sciences, her headspace in her POV is, to me, a realistic portrayal of how someone very much immersed in a technical field would think. Some may complain that it feels like an info-dump, some may just complain about the 'science,' but it is actually pretty light reading under the circumstances and I love how a technical person is actually portrayed to think in technical terms. As to how the plot goes, most plot resolutions were as predicted if you've gone to any forums discussing the books. I'd hate to call it predictable as the execution really sells it. Journey before destination. It is the journey of how those plots are resolved rather than the end itself that connects me to the story. Let's just say that 2 or 3 scenes in this book made me cry. My biggest fear was that some of the plot lines would actually undermine the character for me if it went as predicted, but Sanderson managed to do it in a way that made sense and was in two instances it felt cathartic to read it. I must say that it adds to my respect of Sanderson that he is likely aware of the theories his readers have on how certain plot points would be resolved and he still went with it. There is surprising the audience and there is being true to the characters in the story and the book reaches a nice balance between these things. On hindsight, it seemed like he lulled readers into thinking everything would be predictable only to hit us with that surprising turn near the end. I can't wait for book 5. The way Rhythm of War has set things up for the upcoming showdown, to me, book 5 just looks to be one big explosion.","2020-12-12","United States","","true","20","https://www.amazon.com/gp/customer-reviews/R3MRSZDY7HZWNB"
"B0826NKZHR","3","Entertaining, but not his best work","This, the fourth installment of the Stormlight Archives is an entertaining book. For those who follow the expanded Cosmere news, there may be excitement because it takes things that were more subtle before and throws them into the limelight. Brandon Sanderson handled mental illness more carefully in this volume than in previous volumes, which addressed some previous criticism he has received. However, the his book lacked the momentum of previous books in the series. Viewpoint characters go through the same thought processes over and over until it felt repetitive. A few of the conversations felt forced, like the characters were saying things because the author wanted them to and not because they would say it themselves. Sometimes people knew or assumed things that they shouldn’t have known. It felt a lot like Harry Potter 5, where it needed to be more extensively edited and was longer than it should have been. At the same time awkwardly bridging the gap between separate episodic arcs and an overarching narrative.","2025-05-02","United States","","true","21","https://www.amazon.com/gp/customer-reviews/R2L2NHG9CPZSJ0"
"B0826NKZHR","5","Rhythm of War Excels","Sanderson's writing can be very intense. It led me to fearful anticipation, laughing out loud and to tears. That's a very rare thing. It also led me to some rather rapid skimming as his descriptions of fight sequences get much too labored for my taste. With Stormlight Archive he has surpassed his previous works. The Mistborn saga was great fun to read. And I really like the follow-up Wax and Wayne sequels. But Stormliight Archive surpasses them all. Keep up the good work!","2025-02-22","United States","","true","22","https://www.amazon.com/gp/customer-reviews/R3VR0KAOWIFSSW"
"B0826NKZHR","5","Another masterpiece","I am upset about how this ended but only in the way that a reader who is still hungry for a story is. I'm glad I don't have to wait like a lot of Brandon's fans have though, as the newest book is already out. Wit. Navani. Adolin. Kaladin. Dalinar. All of these characters and more, I love them so much!!","2025-03-19","United States","","true","23","https://www.amazon.com/gp/customer-reviews/RDW5L5X1JRDN0"
"B0826NKZHR","4","Not his best","Not the best storm light archive book, but still great. Expertly expand on the previous story but the ""Sanderlanche"" was not as impactful as previous books. Ready for wind and truth","2025-03-03","United States","","true","24","https://www.amazon.com/gp/customer-reviews/RTFYFO02EEA10"
